from,starting label,QID,label,depth,target
Q15618663,product backlog,Q58157328,rare,2,0
Q15618663,product backlog,Q104637420,sourcing circumstance,2,0
Q15618663,product backlog,Q11359438,Buddhist terminology,2,0
Q56315412,eSIM,Q20819677,technical specification,1,1
Q56315412,eSIM,Q41150004,LUKS On-Disk Format Specification,2,0
Q56315412,eSIM,Q28858025,Word (.doc) Binary File Format,2,0
Q56315412,eSIM,Q58182284,USB specification,2,0
Q56315412,eSIM,Q7095777,OpenDocument technical specification,2,0
Q56315412,eSIM,Q109772990,sign specification,2,0
Q56315412,eSIM,Q7598414,Standards And Recommended Practices,2,0
Q56315412,eSIM,Q31499762,W3C Working Draft,2,0
Q56315412,eSIM,Q53459375,Remote Desktop Protocol: Basic Connectivity and Graphics Remoting,2,0
Q56315412,eSIM,Q29053484,PowerPoint (.ppt) Binary File Format,2,0
Q56315412,eSIM,Q109772972,technical drawing,2,0
Q56315412,eSIM,Q56210557,Exchange ActiveSync: HTTP Protocol,2,0
Q56315412,eSIM,Q60738905,Legacy Plug and Play,2,0
Q56315412,eSIM,Q235557,file format,2,0
Q56315412,eSIM,Q7096189,open service interface definition,2,0
Q11288,web server,Q4485156,software feature,1,1
Q11288,web server,Q17155032,software category,1,1
Q11288,web server,Q459708,features of Firefox,2,0
Q11288,web server,Q2392270,anti–email spam techniques,2,0
Q11288,web server,Q5439692,Features of Skype,2,0
Q11288,web server,Q6407552,killer feature,2,0
Q11288,web server,Q1756442,LR parser,2,0
Q11288,web server,Q21674818,MediaWiki hook,2,0
Q11288,web server,Q48835386,Feed,2,0
Q11288,web server,Q570871,email client,2,0
Q11288,web server,Q4434361,contact list,2,0
Q11288,web server,Q24839054,sticker,2,0
Q215536,merchant,Q187588,social class,1,1
Q215536,merchant,Q28640,profession,1,1
Q215536,merchant,Q828803,job title,2,1
Q215536,merchant,Q56489540,chansonnier,2,0
Q215536,merchant,Q43548373,speedcuber,2,0
Q215536,merchant,Q104548415,canicrosseur,2,0
Q215536,merchant,Q3349717,officier ministériel,2,0
Q215536,merchant,Q3333721,métier de bouche,2,0
Q215536,merchant,Q24884545,engineering controls,2,0
Q215536,merchant,Q909656,Third Estate,2,0
Q215536,merchant,Q2912172,sole proprietorship,2,0
Q215536,merchant,Q7315448,resident assistant,2,0
Q215536,merchant,Q3333733,musicology profession,2,0
Q215536,merchant,Q6633946,Swedish ancient nobility,2,0
Q215536,merchant,Q11488158,corporate title,2,0
Q193321,Java Virtual Machine,Q1004415,run-time system,1,1
Q193321,Java Virtual Machine,Q241317,computing platform,1,1
Q193321,Java Virtual Machine,Q56842894,cross-platform software,1,1
Q193321,Java Virtual Machine,Q139859,closed platform,2,0
Q193321,Java Virtual Machine,Q216651,Atmel AVR,2,0
Q193321,Java Virtual Machine,Q30589910,low-code development platform,2,0
Q193321,Java Virtual Machine,Q1616633,HP 2100,2,0
Q193321,Java Virtual Machine,Q610398,system on a chip,2,0
Q193321,Java Virtual Machine,Q68,computer,2,0
Q193321,Java Virtual Machine,Q85717678,Trusted computing,2,0
Q193321,Java Virtual Machine,Q9080580,Super TV-Boy,2,0
Q193321,Java Virtual Machine,Q965769,continuous integration,2,0
Q193321,Java Virtual Machine,Q3129265,HECTOR MX,2,0
Q193321,Java Virtual Machine,Q1153767,platform as a service,2,0
Q193321,Java Virtual Machine,Q390389,Itanium,2,0
Q193321,Java Virtual Machine,Q12745061,Digital Equipment Corporation 300 Professional series,2,0
Q193321,Java Virtual Machine,Q483639,cloud computing,2,0
Q193321,Java Virtual Machine,Q1361373,IBM S/390,2,0
Q193321,Java Virtual Machine,Q3854693,Menlow,2,0
Q193321,Java Virtual Machine,Q16082297,MITS Altair 8800b,2,0
Q193321,Java Virtual Machine,Q85827478,smart contract platform,2,0
Q193321,Java Virtual Machine,Q12746112,Multitech MPF-I/88,2,0
Q193321,Java Virtual Machine,Q60229368,Developer Portal,2,0
Q193321,Java Virtual Machine,Q1353312,RiscPC,2,0
Q193321,Java Virtual Machine,Q842193,sandbox,2,1
Q193321,Java Virtual Machine,Q18394802,weird machine,2,0
Q193321,Java Virtual Machine,Q12744969,Convergent Technologies Workslate,2,0
Q193321,Java Virtual Machine,Q100528793,XAMP,2,0
Q193321,Java Virtual Machine,Q12744597,Amstrad CSD,2,0
Q193321,Java Virtual Machine,Q6368,web browser,2,0
Q193321,Java Virtual Machine,Q165194,application programming interface,2,0
Q193321,Java Virtual Machine,Q12745393,Hewlett Packard HP-9816,2,0
Q193321,Java Virtual Machine,Q3077240,forge,2,0
Q193321,Java Virtual Machine,Q16081087,ZBA Consul 2717,2,0
Q193321,Java Virtual Machine,Q2142726,Macintosh SE/30,2,0
Q658464,Centrino,Q167270,trademark,1,1
Q658464,Centrino,Q105815873,chewing gum brand,2,0
Q658464,Centrino,Q107151170,Kolls,2,0
Q658464,Centrino,Q1421330,service mark,2,0
Q658464,Centrino,Q111048186,registered trademark,2,0
Q658464,Centrino,Q111048041,U.S. trademark,2,0
Q658464,Centrino,Q63020365,tiny forest,2,0
Q658464,Centrino,Q3294748,British Rail brand names,2,0
Q658464,Centrino,Q977482,Cisk,2,0
Q658464,Centrino,Q4728331,All-Trac,2,0
Q658464,Centrino,Q3842318,Made in Italy,2,0
Q658464,Centrino,Q102356063,snus brand,2,0
Q658464,Centrino,Q287249,BMW xDrive,2,0
Q658464,Centrino,Q98815209,Burnhard,2,0
Q658464,Centrino,Q106317581,nicotine pouch brand,2,0
Q431102,Live television,Q110562117,form of television program,1,1
Q8248940,Bluetooth,Q11016,technology,1,1
Q8248940,Bluetooth,Q1780543,communication technology,2,1
Q8248940,Bluetooth,Q743030,environmental technology,2,0
Q8248940,Bluetooth,Q10952243,industrial technology,2,1
Q8248940,Bluetooth,Q282413,Roman technology,2,0
Q8248940,Bluetooth,Q2976619,Brazilian science and technology,2,0
Q8248940,Bluetooth,Q54006339,display technology,2,0
Q8248940,Bluetooth,Q208163,signal processing,2,0
Q8248940,Bluetooth,Q4704909,Ancient Greek technology,2,0
Q8248940,Bluetooth,Q11951087,agriculture and food technology,2,0
Q8248940,Bluetooth,Q7112702,prehistoric technology,2,0
Q8248940,Bluetooth,Q4787070,architectural technology,2,0
Q8248940,Bluetooth,Q1001378,cinematic technique,2,0
Q8248940,Bluetooth,Q6764311,marine technology,2,0
Q8248940,Bluetooth,Q6941971,music instrument technology,2,0
Q8248940,Bluetooth,Q1415656,hierarchical storage management,2,0
Q8248940,Bluetooth,Q19292902,vehicle safety technology,2,0
Q8248940,Bluetooth,Q4086911,biomedical technology,2,0
Q8248940,Bluetooth,Q348091,nuclear technology,2,0
Q8248940,Bluetooth,Q100232465,vehicle technology,2,0
Q8248940,Bluetooth,Q1392806,drug delivery,2,0
Q8248940,Bluetooth,Q1519843,health technology,2,0
Q8248940,Bluetooth,Q911772,technical chemistry,2,0
Q8248940,Bluetooth,Q60790901,Pedestrian crash avoidance mitigation,2,0
Q8248940,Bluetooth,Q12739,nuclear power,2,0
Q8248940,Bluetooth,Q6887246,mobile technology,2,0
Q8248940,Bluetooth,Q211017,e-government,2,0
Q7935151,Virtual Private Cloud,Q151885,concept,1,1
Q7935151,Virtual Private Cloud,Q1346018,infrastructure as a service,1,1
Q7935151,Virtual Private Cloud,Q483639,cloud computing,1,1
Q7935151,Virtual Private Cloud,Q24457356,historiographical concept,2,0
Q7935151,Virtual Private Cloud,Q5635755,HP ePrint,2,0
Q7935151,Virtual Private Cloud,Q33104279,philosophical concept,2,0
Q7935151,Virtual Private Cloud,Q109816572,concept of time,2,0
Q7935151,Virtual Private Cloud,Q108688467,Gospel,2,0
Q7935151,Virtual Private Cloud,Q108616731,element in Chinese astrology,2,0
Q7935151,Virtual Private Cloud,Q5167923,cooperative storage cloud,2,1
Q7935151,Virtual Private Cloud,Q6746653,Managed private cloud,2,1
Q7935151,Virtual Private Cloud,Q3958022,serverless computing,2,1
Q7935151,Virtual Private Cloud,Q6046160,public cloud,2,1
Q7935151,Virtual Private Cloud,Q60229368,Developer Portal,2,0
Q7935151,Virtual Private Cloud,Q13403358,private cloud,2,1
Q7935151,Virtual Private Cloud,Q22712311,Green cloud computing,2,1
Q7935151,Virtual Private Cloud,Q24034552,mathematical concept,2,0
Q7935151,Virtual Private Cloud,Q914359,cloud storage,2,1
Q7935151,Virtual Private Cloud,Q1153767,platform as a service,2,1
Q7935151,Virtual Private Cloud,Q23679987,Block-level storage,3,1
Q7935151,Virtual Private Cloud,Q25325314,Elastic cloud storage,3,1
Q7935151,Virtual Private Cloud,Q17074646,personal cloud,3,1
Q3456896,Renater,Q7001190,network service provider,1,1
Q3456896,Renater,Q2746884,national research and education network,1,1
Q1427899,rack unit,Q1978718,unit of length,1,1
Q1427899,rack unit,Q2534228,obsolete unit of length,2,0
Q1427899,rack unit,Q214377,ell,2,0
Q2093,Document Object Model,Q20202982,Web API,1,1
Q2093,Document Object Model,Q165194,application programming interface,1,1
Q2093,Document Object Model,Q1172367,database interface,2,0
Q2093,Document Object Model,Q4392311,foreign function interface,2,0
Q2093,Document Object Model,Q107300839,Subsonic api,2,0
Q2093,Document Object Model,Q7095934,open API,2,1
Q623338,Web Services Description Language,Q20155966,XML-based format,1,1
Q623338,Web Services Description Language,Q576465,GPS eXchange Format,2,0
Q2574811,cause,Q613930,thematic relation,1,1
Q2574811,cause,Q4897819,role,1,1
Q2574811,cause,Q1707847,role,2,0
Q211171,polychlorinated biphenyl,Q56256086,group of chemical compounds,1,1
Q211171,polychlorinated biphenyl,Q187661,carcinogen,1,1
Q211171,polychlorinated biphenyl,Q72941151,developmental toxicant,1,1
Q739120,HTTP/2,Q15836568,computer network protocol,1,1
Q739120,HTTP/2,Q4913907,binary protocol,1,1
Q739120,HTTP/2,Q4485156,software feature,1,1
Q739120,HTTP/2,Q1344046,first-class functions,2,0
Q739120,HTTP/2,Q3359815,PPPoX,2,0
Q183169,Jakarta Server Pages,Q351507,template processor,1,1
Q183169,Jakarta Server Pages,Q235557,file format,1,1
Q183169,Jakarta Server Pages,Q20819677,technical specification,1,1
Q183169,Jakarta Server Pages,Q229762,3GP and 3G2,2,0
Q183169,Jakarta Server Pages,Q594447,Small Web Format family,2,0
Q183169,Jakarta Server Pages,Q4781113,AppleSingle and AppleDouble formats,2,0
Q183169,Jakarta Server Pages,Q17074854,ESRI Arc/Info Grid,2,0
Q183169,Jakarta Server Pages,Q336705,document file format,2,0
Q183169,Jakarta Server Pages,Q7203483,playlist markup language,2,0
Q183169,Jakarta Server Pages,Q34274654,metaformat,2,0
Q183169,Jakarta Server Pages,Q29943235,StarOffice Calc,2,0
Q183169,Jakarta Server Pages,Q2141493,OpenPGP,2,0
Q183169,Jakarta Server Pages,Q27967078,Channel Player,2,0
Q183169,Jakarta Server Pages,Q29905212,StarOffice Draw,2,0
Q183169,Jakarta Server Pages,Q27915174,RADARSAT-1 CEOS Null Volume Directory File,2,0
Q183169,Jakarta Server Pages,Q28846076,Classification Results File Format,2,0
Q183169,Jakarta Server Pages,Q287067,ABC notation,2,0
Q183169,Jakarta Server Pages,Q16545707,dBASE Table File Format,2,0
Q183169,Jakarta Server Pages,Q5227180,Data Interchange Format,2,0
Q183169,Jakarta Server Pages,Q507860,Comic book archive,2,0
Q183169,Jakarta Server Pages,Q1363415,MPEG program stream,2,0
Q183169,Jakarta Server Pages,Q28049484,Imagic Film/Picture,2,0
Q183169,Jakarta Server Pages,Q7079133,Office Open XML file formats,2,0
Q183169,Jakarta Server Pages,Q45989477,WebP Extended,2,0
Q183169,Jakarta Server Pages,Q17067381,JavaScript template engine,2,1
Q183169,Jakarta Server Pages,Q34735959,Simple Vector Format,2,0
Q183169,Jakarta Server Pages,Q17042621,NetWare Loadable Module,2,0
Q183169,Jakarta Server Pages,Q58182284,USB specification,2,0
Q183169,Jakarta Server Pages,Q1572121,image file format,2,0
Q183169,Jakarta Server Pages,Q1056408,open file format,2,0
Q183169,Jakarta Server Pages,Q1955133,music file format,2,0
Q183169,Jakarta Server Pages,Q29053484,PowerPoint (.ppt) Binary File Format,2,0
Q183169,Jakarta Server Pages,Q6046575,Intergraph Standard File Formats,2,0
Q183169,Jakarta Server Pages,Q3077335,print file formats,2,0
Q183169,Jakarta Server Pages,Q7508366,sidecar file,2,0
Q183169,Jakarta Server Pages,Q27198004,RELAX NG schema file,2,0
Q183169,Jakarta Server Pages,Q5248648,debugging data format,2,0
Q183169,Jakarta Server Pages,Q26697935,PHP script,2,0
Q183169,Jakarta Server Pages,Q5090500,Chemical table file,2,0
Q183169,Jakarta Server Pages,Q278934,shapefile,2,0
Q183169,Jakarta Server Pages,Q53459375,Remote Desktop Protocol: Basic Connectivity and Graphics Remoting,2,0
Q183169,Jakarta Server Pages,Q1135858,Flash Video,2,0
Q183169,Jakarta Server Pages,Q17087630,Trusted Data Format,2,0
Q183169,Jakarta Server Pages,Q29943476,StarOffice Writer,2,0
Q183169,Jakarta Server Pages,Q29644049,S-57 Electronic Navigation Chart,2,0
Q183169,Jakarta Server Pages,Q2206173,Software Independent Archiving of Relational Databases,2,0
Q183169,Jakarta Server Pages,Q100324157,source map,2,0
Q183169,Jakarta Server Pages,Q17636230,Windows Prefetch File,2,0
Q183169,Jakarta Server Pages,Q27978793,Spectrum 512,2,0
Q183169,Jakarta Server Pages,Q29651120,Personal Folder File,2,0
Q183169,Jakarta Server Pages,Q27915156,RADARSAT-1 CEOS Volume Directory File,2,0
Q183169,Jakarta Server Pages,Q27823178,Binary Terrain,2,0
Q183169,Jakarta Server Pages,Q3502441,Binary Interchange File Format,2,0
Q183169,Jakarta Server Pages,Q34746188,STATISTICA,2,0
Q183169,Jakarta Server Pages,Q56210557,Exchange ActiveSync: HTTP Protocol,2,0
Q183169,Jakarta Server Pages,Q34289060,Raw bitmap,2,0
Q183169,Jakarta Server Pages,Q243303,RAR,2,0
Q183169,Jakarta Server Pages,Q5426535,Autodesk FLI/FLC,2,0
Q183169,Jakarta Server Pages,Q42573997,readable file format,2,0
Q183169,Jakarta Server Pages,Q58787678,LDraw.org File Format,2,0
Q183169,Jakarta Server Pages,Q223535,Matroska,2,0
Q183169,Jakarta Server Pages,Q682626,audio file format,2,0
Q183169,Jakarta Server Pages,Q1931564,Microsoft Access Database,2,0
Q183169,Jakarta Server Pages,Q31499762,W3C Working Draft,2,0
Q183169,Jakarta Server Pages,Q27915172,RADARSAT-1 CEOS SAR Data File,2,0
Q183169,Jakarta Server Pages,Q27915173,RADARSAT-1 CEOS SAR Trailer File,2,0
Q183169,Jakarta Server Pages,Q28344234,FreeHand,2,0
Q183169,Jakarta Server Pages,Q109772972,technical drawing,2,0
Q183169,Jakarta Server Pages,Q1343033,Enhanced Compression Wavelet,2,0
Q183169,Jakarta Server Pages,Q53756508,git packfile index,2,0
Q183169,Jakarta Server Pages,Q20155966,XML-based format,2,1
Q183169,Jakarta Server Pages,Q7095777,OpenDocument technical specification,2,0
Q183169,Jakarta Server Pages,Q57696248,dialect of a file format,2,0
Q183169,Jakarta Server Pages,Q467454,Rich Text Format,2,0
Q183169,Jakarta Server Pages,Q527723,Digital Picture Exchange,2,0
Q183169,Jakarta Server Pages,Q28846213,BIOM file format,2,0
Q183169,Jakarta Server Pages,Q28858025,Word (.doc) Binary File Format,2,0
Q183169,Jakarta Server Pages,Q285972,Mbox,2,0
Q183169,Jakarta Server Pages,Q1224822,Digital Terrain Elevation Data,2,0
Q183169,Jakarta Server Pages,Q29944450,StarOffice Impress,2,0
Q183169,Jakarta Server Pages,Q290741,ADX,2,0
Q183169,Jakarta Server Pages,Q42574058,writable file format,2,0
Q183169,Jakarta Server Pages,Q5359789,signed number representation,2,0
Q183169,Jakarta Server Pages,Q60738905,Legacy Plug and Play,2,0
Q183169,Jakarta Server Pages,Q2720536,proprietary file format,2,0
Q183169,Jakarta Server Pages,Q379545,Advanced Forensic Format,2,0
Q183169,Jakarta Server Pages,Q27824058,Internet Archive ARC,2,0
Q183169,Jakarta Server Pages,Q3498805,Aeronautical Information Exchange Model,2,0
Q183169,Jakarta Server Pages,Q863883,Bink Video,2,0
Q183169,Jakarta Server Pages,Q5090461,chemical file format,2,0
Q183169,Jakarta Server Pages,Q167772,digital container format,2,0
Q183169,Jakarta Server Pages,Q1840684,Privacy-enhanced Electronic Mail,2,0
Q183169,Jakarta Server Pages,Q28049572,Tiny Stuff,2,0
Q183169,Jakarta Server Pages,Q27826463,Cascading Style Sheets file format family,2,0
Q204833,Enhanced Data Rates for GSM Evolution,Q26763979,mobile phone network standard,1,1
Q204833,Enhanced Data Rates for GSM Evolution,Q1023122,CDMA2000,2,1
Q3343549,Nordnet,Q11371,Internet service provider,1,1
Q3343549,Nordnet,Q3684624,Internet service provider and web host,2,0
Q3343549,Nordnet,Q2585571,wireless Internet service provider,2,1
Q3343549,Nordnet,Q621601,application service provider,2,0
Q3343549,Nordnet,Q1266169,telephone company,2,1
Q3343549,Nordnet,Q363589,local exchange carrier,3,1
Q3343549,Nordnet,Q5156358,competitive local exchange carrier,4,1
Q3343549,Nordnet,Q13405549,incumbent local exchange carrier,4,1
Q54871,SPARQL,Q6138701,RDF query language,1,1
Q54871,SPARQL,Q132364,communication protocol,1,1
Q54871,SPARQL,Q1025017,Cache coherence,2,0
Q54871,SPARQL,Q974922,Web Map Service,2,1
Q54871,SPARQL,Q6045205,Interaction protocol,2,1
Q54871,SPARQL,Q886092,Bluetooth profile,2,0
Q54871,SPARQL,Q622993,X.25,2,0
Q54871,SPARQL,Q165194,application programming interface,2,1
Q54871,SPARQL,Q39531,Bluetooth,2,0
Q54871,SPARQL,Q264364,Common Gateway Interface,2,0
Q59,PHP,Q12772052,multi-paradigm programming language,1,1
Q59,PHP,Q341,free software,1,1
Q59,PHP,Q1993334,interpreted language,1,1
Q59,PHP,Q9143,programming language,1,1
Q59,PHP,Q187432,scripting language,1,1
Q59,PHP,Q899523,object-based language,1,1
Q59,PHP,Q28922885,procedural programming language,1,1
Q59,PHP,Q21562092,imperative programming language,1,1
